0,30,0.000000,0.000000
30,60,1.000000,-30.000000
60,90,0.000000,0.000000
90,120,0.000000,0.000000
120,150,0.000000,0.000000
150,180,0.000000,0.000000
180,210,0.000000,0.000000
210,240,0.000000,0.000000
240,270,0.000000,0.000000
270,300,1.000000,0.000000
300,330,0.000000,0.000000
330,360,0.000000,0.000000
360,390,0.000000,0.000000
390,420,0.000000,0.000000
420,450,0.000000,0.000000
450,480,0.000000,0.000000
480,510,0.000000,0.000000
510,540,0.000000,0.000000
540,570,0.000000,0.000000
570,600,0.000000,0.000000
600,630,0.000000,0.000000
630,660,0.000000,0.000000
660,690,0.000000,0.000000
690,720,0.000000,0.000000
720,750,0.000000,0.000000
750,780,0.000000,0.000000
780,810,0.000000,0.000000
810,840,0.000000,0.000000
840,870,0.000000,0.000000
870,900,0.000000,0.000000
900,930,0.000000,0.000000
930,960,0.000000,0.000000
960,990,0.000000,0.000000
990,1020,0.000000,0.000000
1020,1050,0.000000,0.000000
1050,1080,0.000000,0.000000
1080,1110,0.000000,0.000000
1110,1140,0.000000,0.000000
1140,1170,0.000000,0.000000
1170,1200,0.000000,0.000000
1200,1230,0.000000,0.000000
1230,1260,0.000000,0.000000
1260,1290,0.000000,0.000000
1290,1320,0.000000,0.000000
1320,1350,0.000000,0.000000
1350,1380,0.000000,0.000000
1380,1410,0.000000,0.000000
1410,1440,0.000000,0.000000
1440,1470,0.000000,0.000000
1470,1500,0.000000,0.000000
1500,1530,0.000000,0.000000
1530,1560,0.000000,0.000000
1560,1590,0.000000,0.000000
1590,1620,0.000000,0.000000
1620,1650,0.000000,0.000000
1650,1680,0.000000,0.000000
1680,1710,0.000000,0.000000
1710,1740,0.000000,0.000000
1740,1770,0.000000,0.000000
1770,1800,0.000000,0.000000
1800,1830,0.000000,0.000000
1830,1860,0.000000,0.000000
1860,1890,0.000000,0.000000
1890,1920,0.000000,0.000000
1920,1950,0.000000,0.000000
1950,1980,0.000000,0.000000
1980,2010,0.000000,0.000000
2010,2040,0.000000,0.000000
2040,2070,0.000000,0.000000
2070,2100,0.000000,0.000000
2100,2130,0.000000,0.000000
2130,2160,0.000000,0.000000
2160,2190,0.000000,0.000000
2190,2220,0.000000,0.000000
2220,2250,0.000000,0.000000
2250,2280,0.000000,0.000000
2280,2310,0.000000,0.000000
2310,2340,0.000000,0.000000
2340,2370,0.000000,0.000000
2370,2400,0.000000,0.000000
2400,2430,0.000000,0.000000
2430,2460,0.000000,0.000000
2460,2490,0.000000,0.000000
2490,2520,0.000000,0.000000
2520,2550,0.000000,0.000000
2550,2580,0.000000,0.000000
2580,2610,0.000000,0.000000
2610,2640,0.000000,0.000000
2640,2670,0.000000,0.000000
2670,2700,0.000000,0.000000
2700,2730,0.000000,0.000000
2730,2760,0.000000,0.000000
2760,2790,0.000000,0.000000
2790,2820,0.000000,0.000000
2820,2850,0.000000,0.000000
2850,2880,0.000000,0.000000
2880,2910,0.000000,0.000000
2910,2940,0.000000,0.000000
2940,2970,0.000000,0.000000
2970,3000,0.000000,0.000000
3000,3030,1.000000,-30.000000
3030,3060,0.000000,0.000000
3060,3090,1.000000,-30.000000
3090,3120,0.000000,0.000000
3120,3150,1.000000,-30.000000
3150,3180,1.000000,-30.000000
3180,3210,1.000000,-30.000000
3210,3240,1.000000,-30.000000
3240,3270,1.000000,-30.000000
3270,3300,0.000000,0.000000
3300,3330,0.000000,0.000000
3330,3360,0.000000,0.000000
3360,3390,0.000000,0.000000
3390,3420,0.000000,0.000000
3420,3450,0.000000,0.000000
3450,3480,0.000000,0.000000
3480,3510,0.000000,0.000000
3510,3540,0.000000,0.000000
3540,3570,0.000000,0.000000
3570,3600,0.000000,0.000000
3600,3630,0.000000,0.000000
3630,3660,0.000000,0.000000
3660,3690,0.000000,0.000000
3690,3720,0.000000,0.000000
3720,3750,0.000000,0.000000
3750,3780,0.000000,0.000000
3780,3810,0.000000,0.000000
3810,3840,0.000000,0.000000
3840,3870,0.000000,0.000000
3870,3900,0.000000,0.000000
3900,3930,0.000000,0.000000
3930,3960,0.000000,0.000000
